cumpop,L_utci_mean,L_tsd,L_hdh
0.43000792182444747,0.42215504841790125,0.39243826649553953,0.3838808246995902
0.43001303721492123,0.4221601901306415,0.3924436036130076,0.38388609906897714
0.43001655843684444,0.42216372947171754,0.39244727746256647,0.3838897297253683
0.4300204536801081,0.42216764475873575,0.3924513415454496,0.3838937460271404
0.4300252739689557,0.42217248985134515,0.39245637077008877,0.38389871612357085
0.4300272519226051,0.4221744779829513,0.39245843445829154,0.38390075554914954
0.4300316226810863,0.4221788712320459,0.3924629946676359,0.3839052621444622
0.4300361406543415,0.42218341245343755,0.39246770847279,0.3839099205297703
0.43004079946768653,0.4221880952396399,0.3924725692227585,0.3839147241322739
0.43004538980299917,0.42219270919544255,0.39247735852650906,0.3839194571285473
0.4300500014795154,0.42219734460226405,0.39248217009649927,0.38392421212927785
0.4300547136730571,0.4222020810433416,0.3924870865404332,0.38392907077095717
0.4300566731996092,0.4222040506530302,0.3924891310028147,0.3839310911967512
0.4300611372160181,0.4222085376399297,0.39249378851235883,0.38393569394831256
0.43006519477134775,0.42221261607422317,0.39249802194273703,0.38393987760657416
0.4300679684059828,0.4222154039811508,0.3925009158007791,0.38394273744174895
0.4300737566267287,0.42222122198634615,0.39250695491239923,0.38394870555199667
0.4300771956419529,0.4222246786977121,0.3925105429920034,0.3839522514468238
0.4300794642498756,0.4222269589792113,0.3925129099329113,0.38395459055978887
0.4300817540653747,0.4222292605774147,0.3925152990006397,0.38395695153943105
0.4300840976319097,0.4222316162032408,0.3925177441492468,0.38395936794061336
0.4300901259069396,0.42223767549796754,0.39252403372032246,0.3839655835656839
0.4300936802575361,0.422241248138187,0.3925277421345194,0.38396924838033936
0.430097169118021,0.4222447549513024,0.3925313822199309,0.3839728456695456
0.43010068219779213,0.4222482861083292,0.39253504757441543,0.38397646793073836
0.43010224523596036,0.4222498571894235,0.39253667836259354,0.38397807954586477
0.4301036113706947,0.4222512303538778,0.3925381037125432,0.3839794881380843
0.4301049703837647,0.4222525963600218,0.3925395216321395,0.38398088938730857
0.43010828512541066,0.42225592815833496,0.39254298005151755,0.38398430714631504
0.4301122594153549,0.42225992289878417,0.3925471266073657,0.3839884049514239
0.43011864537957106,0.42226634172325844,0.3925537893716929,0.38399498938214144
0.43012488706500557,0.4222726155265357,0.3925603016034636,0.38400142505010226
0.43012693559190224,0.4222746745945379,0.3925624389239165,0.3840035372422423
0.430132562782479,0.42228033074095106,0.3925683100255025,0.38400933931773684
0.4301387838259758,0.42228658379607337,0.3925748007206091,0.3840157537022385
0.4301423684584287,0.4222901868739707,0.39257854072923193,0.3840194497398665
0.43014526705938283,0.4222931003902567,0.3925815649702678,0.3840224384251323
0.43014796146898643,0.42229580866448463,0.3925843761692632,0.3840252165730767
0.4301514400267182,0.422299305121832,0.392588005505348,0.3840288032393352
0.4301554224248299,0.422303308012171,0.3925921605208128,0.38403290940460155
0.43016049610512624,0.42230840780010565,0.39259745412017255,0.38403814076751924
0.43016597535039736,0.42231391523993095,0.3926031708637522,0.3840437902997828
0.4301718782648875,0.42231984852905,0.3926093296405258,0.3840498766682898
0.4301754058052164,0.4223233942210443,0.3926130100823621,0.3840535138394535
0.4301775518606739,0.4223255513194601,0.39261524915875884,0.38405572659120063
0.4301808841992428,0.42232890080524466,0.3926187259377998,0.38405916249401684
0.430185171157286,0.4223332098226893,0.39262319871436974,0.3840635826844954
0.43019210897061827,0.4223401833359299,0.3926304372477556,0.3840707361149989
0.43019367258380486,0.4223417549950013,0.39263206863587624,0.3840723483230145
0.4301952473557472,0.4223433378702482,0.3926337116664298,0.3840739720365838
0.43019883092706684,0.42234693988155186,0.39263745056792443,0.38407766698010004
0.43020266294440485,0.4223507916173027,0.39264144868434925,0.38408161809097646
0.4302052469858165,0.42235338895541713,0.3926441447312351,0.38408428244064563
0.4302079722291854,0.4223561282220717,0.3926469881004878,0.384087092380624
0.43021050227541624,0.42235867128716226,0.3926496278117675,0.3840897010570204
0.43021290533093687,0.4223610867080865,0.39265213502791485,0.3840921787960197
0.43021645018652477,0.42236464980443894,0.3926558335355414,0.3840958338205755
0.4302202616777444,0.4223684809084502,0.39265981023614166,0.3840997637674116
0.4302259849640939,0.42237423364511617,0.39266578159877913,0.38410566492519604
0.4302312619578521,0.42237953779270293,0.39267128732423845,0.38411110592026304
0.4302360227781048,0.42238432311070995,0.39267625450261184,0.384116014699901
0.43023790101554044,0.4223862110129925,0.39267821415239385,0.3841179513102308
0.4302413164963348,0.4223896440688275,0.3926817776774665,0.38412147293921217
0.4302442842718684,0.4223926271156446,0.3926848740914593,0.38412453294890303
0.4302487790393922,0.4223971450118951,0.3926895636850278,0.3841291674072793
0.43025393487309976,0.4224023273759778,0.3926949429987448,0.38413448347681717
0.4302599784770603,0.42240840207851327,0.3927012485631848,0.3841407149072192
0.43026573187534345,0.42241418508205986,0.39270725134295986,0.3841466471127725
0.4302710020439185,0.42241948236934307,0.39271274994739797,0.3841520810705396
0.4302751868547659,0.42242368871397296,0.392717116149194,0.38415639593923573
0.4302795830828926,0.42242810756377214,0.3927217029321677,0.3841609287957534
0.4302835719878203,0.42243211699440925,0.3927258647364869,0.38416504167005816
0.43028662009519386,0.42243518078642994,0.39272904496430944,0.3841681845081859
0.4302896609141071,0.422438237252486,0.39273221758775284,0.38417131983133856
0.4302944506973441,0.4224430516825121,0.39273721498451336,0.38417625847408843
0.43029786969975237,0.4224464882780822,0.39274078218384445,0.38417978373413036
0.43029964892989186,0.4224482766636068,0.3927426385348515,0.38418161826016084
0.43030409756163546,0.4224527481866762,0.39274727999288084,0.3841862051489238
0.4303107404821426,0.4224594252896616,0.39275421085128925,0.38419305452176106
0.43031288233887816,0.4224615781677501,0.39275644554697015,0.38419526294429607
0.4303147435843157,0.4224634489905989,0.3927583874682346,0.38419718203454106
0.43031822400195335,0.4224669473174227,0.392762018744843,0.3842007706185086
0.43031998920368253,0.422468721602351,0.3927638604593771,0.3842025906801461
0.43032178768076235,0.42247052933385487,0.39276573689158456,0.38420444505128387
0.43032357410977895,0.42247232495529985,0.3927676007535046,0.38420628699992204
0.4303252873246777,0.4224740469858891,0.3927693882278351,0.3842080534590539
0.4303269722720517,0.42247574060349735,0.3927711462093829,0.38420979077214734
0.43032990052709974,0.42247868392646837,0.3927742013898717,0.3842128100331133
0.4303328006674176,0.4224815989900392,0.3927772272369951,0.384215800305584
0.43033519014190047,0.4224840007600417,0.39277972028343355,0.3842182640414665
0.43033765327637835,0.42248647656907146,0.39278229018266525,0.38422080372658984
0.4303401022963971,0.4224889381910133,0.3927848453556454,0.3842233288585971
0.4303425798354261,0.42249142847871574,0.39278743028379465,0.38422588339594416
0.43034436846528157,0.42249322631232444,0.39278929644194904,0.38422772761382007
0.430346371753182,0.4224952399085441,0.3927913865625179,0.38422979316100164
0.430348635968535,0.42249751577487077,0.3927937489204599,0.38423212774488225
0.4303522026557914,0.42250110081523085,0.39279747020605016,0.38423580527960316
0.43035578366467664,0.4225047002509147,0.39280120643404154,0.38423949758104836
0.43035912716404034,0.42250806095492416,0.39280469485764286,0.3842429449915207
0.4303624707642701,0.4225114217603187,0.39280818338648227,0.38424639250599385
0.4303657569257336,0.4225147248313843,0.3928116119868676,0.38424978079658717
0.43036837584153637,0.42251735722334294,0.3928143444197777,0.38425248110449295
0.43037118439460653,0.42252018022838556,0.39281727470979716,0.3842553769433172
0.4303741024496707,0.42252311329888664,0.39282031924818295,0.38425838568729853
0.4303771825055025,0.4225262092037627,0.3928235328092721,0.38426156146679624
0.43038027065971424,0.4225293132486906,0.3928267548197662,0.38426474559635976
0.43038311873354185,0.4225321759778526,0.3928297263435733,0.3842676821841893
0.4303858185553874,0.4225348896921723,0.3928325431894048,0.3842704659125802
0.430388376813952,0.4225374611147688,0.39283521233588403,0.38427310367810885
0.43039087593588266,0.422539973096432,0.3928378197824474,0.3842756804691228
0.4303927724401445,0.4225418793595364,0.3928397984908326,0.38427763591398517
0.4303946314878699,0.42254374797336425,0.39284173811912493,0.3842795527382163
0.430396301997116,0.4225454270785503,0.39284348103672306,0.38428127516446575
0.43039831506318427,0.4225474505032534,0.3928455813592952,0.38428335079370635
0.4304002452314439,0.42254939060358043,0.3928475951908468,0.38428534094879474
0.43040194880356925,0.42255110294177745,0.3928493726044372,0.38428709746546974
0.4304034059929455,0.4225525676294135,0.3928508929557993,0.3842885999421774
0.4304054876770625,0.42255466002525316,0.39285306487067473,0.3842907463220161
0.4304073450508453,0.42255652695652485,0.3928550027524673,0.38429266142028096
0.4304132920756371,0.422562504582924,0.392861207551507,0.38429879326997374
0.4304200711974803,0.4225693185880967,0.39286828051490896,0.384305783077087
0.43042766891662826,0.4225769554028306,0.3928762075577789,0.38431361692232135
0.43043616133289403,0.42258549151852537,0.39288506807848217,0.3843223732705618
0.4304452505769506,0.4225946275331081,0.39289455129652284,0.38433174499513467
0.4304474610991773,0.4225968494300198,0.39289685763400584,0.38433402421718454
0.43044949958636114,0.4225988984066478,0.3928989844795737,0.38433612605759215
0.43045143163151894,0.422600840393531,0.3929010002693778,0.38433811814790997
0.4304548078786572,0.4226042340138253,0.39290452286020844,0.3843415993239102
0.43046482854162227,0.42261430624011903,0.392914977869582,0.38435193141453977
0.4304680357994121,0.4226175300014963,0.3929183241462079,0.3843552383492479
0.4304692519663529,0.4226187524264677,0.39291959302799845,0.38435649231289243
0.43047037806766975,0.42261988432236447,0.3929207679402637,0.3843576534118042
0.430471792363255,0.422621305895491,0.3929222435386001,0.3843591116616441
0.43047505955590765,0.42262458990013796,0.39292565234797,0.3843624803939035
0.4304782407744711,0.42262778748829877,0.39292897145669725,0.38436576048012383
0.43048130563132914,0.42263086811599176,0.392932169160012,0.3843689205882857
0.43048429469205984,0.4226338725575332,0.3929352877818104,0.3843720025446866
0.4304871403703852,0.4226367328788665,0.3929382568062821,0.3843749366625651
0.4304889373959173,0.42263853915135347,0.3929401317240244,0.3843767895370432
0.43049229573021236,0.4226419147666303,0.39294363562557827,0.384380252243495
0.4304959562006615,0.4226455940727634,0.3929474547594011,0.3843840264760541
0.43050019704739334,0.42264985674162175,0.3929518794259614,0.38438839912214867
0.4305047159254529,0.4226543988724736,0.3929565941751387,0.3843930584403812
0.43050979280627727,0.42265950187740525,0.3929618911137537,0.38439829310329476
0.4305135885925613,0.422663317195668,0.3929658514286867,0.38440220685710863
0.4305177733115145,0.42266752344793085,0.39297021753460537,0.38440652163105465
0.4305192393484259,0.4226689970286289,0.3929717471169997,0.384408033230266
0.43052075429833414,0.42267051977401543,0.39297332773252847,0.3844095952626191
0.4305220784226036,0.4226718507118316,0.3929747092510664,0.38441096053874946
0.4305234601741856,0.4226732395734932,0.3929761508947772,0.3844123852331656
0.43052491318726976,0.42267470006334723,0.3929776668888255,0.384413883403788
0.4305263655751743,0.42267615992480473,0.39297918223059575,0.38441538092980115
0.4305284253445646,0.422678230293151,0.39298133128084894,0.38441750471383523
0.4305305650445053,0.4226803810033464,0.39298356372624854,0.38441971091254534
0.43053259663812915,0.4226824230509421,0.3929856833794545,0.38442180564515105
0.43053382732326534,0.4226836600688152,0.3929869674087328,0.3844230745781956
0.43053502035828917,0.42268485924283977,0.39298821215595164,0.38442430469101674
0.4305368497489299,0.42268669804697656,0.39299012084167073,0.3844261909364641
0.43053796425947954,0.4226878182924635,0.392991283660766,0.3844273400843844
0.43054750854184487,0.42269741168684566,0.393001241640786,0.3844371809891963
0.43054993711187056,0.4226998527535649,0.3930037754773666,0.3844396850356545
0.4305525147894732,0.42270244369512405,0.39300646488460356,0.3844423428237366
0.4305559355598932,0.4227058820678035,0.393010033928581,0.38444586990673757
0.43055926911592424,0.42270923277731487,0.39301351197785517,0.38444930706485286
0.4305609197535942,0.4227108919086716,0.3930152341625421,0.3844510090019465
0.4305625733688536,0.42271255403293967,0.3930169594538824,0.38445271400916875
0.4305645147019862,0.4227145053555908,0.39301898493424925,0.3844547156761181
0.4305665834158355,0.4227165847144216,0.39302114331665977,0.38445684868259206
0.4305688090594153,0.4227188218104963,0.3930234654309321,0.38445914349594473
0.4305712860410979,0.42272131153798437,0.39302604977757655,0.3844616974586238
0.43057344303196476,0.4227234796280798,0.3930283002633788,0.3844639214856369
0.4305753147480391,0.42272536097544416,0.3930302531091306,0.38446585137193084
0.4305771003207812,0.42272715573620845,0.3930321160776608,0.3844676924376829
0.4305796443300361,0.4227297128361726,0.39303477035719286,0.3844703155110539
0.43058269240560015,0.42273277659622,0.39303795055182716,0.3844734583163835
0.4305860957990451,0.4227361975025078,0.39304150146562333,0.38447696748235827
0.4305904293023143,0.4227405533046862,0.3930460228049257,0.3844814356646209
0.4305943123279999,0.4227444563112583,0.39305007414065884,0.3844854393691104
0.4305979765285921,0.42274813936672867,0.3930538971663081,0.38448921744774006
0.4306004533977179,0.4227506289810808,0.3930564813955171,0.38449177129436424
0.4306027264695779,0.42275291374948737,0.393058852993852,0.38449411500999925
0.43060610428843316,0.4227563089495862,0.39306237722452586,0.3844975978065632
0.430609555097924,0.42275977751590854,0.39306597760962003,0.3845011558622056
0.430611223905904,0.4227614549110743,0.3930677187522106,0.38450287653431614
0.43061303051426075,0.4227632708156963,0.39306960366814575,0.3845047392894392
0.43061594079746845,0.42276619607434923,0.39307264009780335,0.384507740020026
0.43061867074538523,0.42276894006975985,0.393075488375523,0.38451055481076274
0.4306209231694622,0.42277120408413615,0.3930778384310952,0.38451287723691163
0.4306228051120284,0.4227730957106148,0.39307980194660685,0.3845148176675219
0.43062435463114657,0.422774653203094,0.3930814186297506,0.3845164153434459
0.43062581967040786,0.42277612578100826,0.3930829471712516,0.3845179259140015
0.4306272943766395,0.4227776080756362,0.39308448579873845,0.38451944645196295
0.4306325938545693,0.4227829348230913,0.3930900149829476,0.384524910629977
0.43063623149529195,0.422786591182023,0.3930938102974877,0.38452866132329494
0.4306384754172527,0.4227888466505337,0.3930961514824188,0.38453097498309413
0.43064195333145316,0.4227923424610384,0.3930997801470783,0.38453456098582134
0.4306458386637375,0.4227962477860783,0.39310383388938996,0.38453856706859524
0.4306485043844081,0.4227989272237486,0.39310661515592843,0.3845413156359962
0.4306527654976165,0.42280321026336865,0.3931110609674172,0.38454570917841996
0.43065518732701263,0.42280564455477304,0.39311358777119515,0.3845482062747595
0.43065778141316674,0.4228082519893171,0.3931162942982136,0.3845508809813472
0.4306596540931786,0.42281013430557907,0.3931182481496848,0.38455281186153645
0.4306634159615324,0.4228139155313801,0.3931221730765123,0.3845566906433
0.43066733552630787,0.42281785526506127,0.39312626253512506,0.38456073202246127
0.4306713929897434,0.42282193360698767,0.3931304958696259,0.3845649155859728
0.4306757240461256,0.42282628694968816,0.3931350146559808,0.38456938124530277
0.430680432479074,0.42283101961082153,0.3931399271763182,0.38457423600951507
0.43068248538127624,0.4228330830766433,0.3931420690617246,0.38457635271293883
0.4306855573419906,0.4228361708447469,0.39314527417681283,0.38457952014573465
0.4306886163298545,0.42283924557324565,0.39314846575674145,0.3845826742025026
0.4306916874349741,0.42284233248135183,0.3931516699791491,0.3845858407531129
0.43069475539502844,0.42284541622820926,0.39315487092016843,0.38458900406091395
0.4306986678888446,0.4228493488545461,0.3931589530013306,0.38459303814936074
0.43070280489377555,0.42285350714726466,0.3931632693250591,0.3845973037264019
0.4307069618851504,0.42285768552927133,0.3931676065015454,0.38460158991103666
0.43071009192816234,0.42286083167854666,0.3931708722165129,0.3846048172312435
0.430713546758432,0.42286430428633753,0.3931744767966669,0.3846083794326248
0.4307166961932943,0.4228674699272478,0.39317776274402605,0.38461162674735266
0.43072049091844505,0.422871284178917,0.39318172195183093,0.38461553940705473
0.430723800120611,0.4228746104092456,0.3931851745916197,0.38461895145442215
0.4307273587926816,0.42287818739317623,0.39318888751460546,0.3846226207248569
0.4307310703829476,0.4228819180821735,0.3931927599840376,0.38462644766596266
0.4307368907715559,0.4228877684207573,0.3931988326578387,0.3846324489438033
0.4307425198141542,0.42289342642872196,0.39320470569172217,0.38463825292887743
0.43074720190337473,0.4228981326105705,0.39320959072646083,0.384643080530637
0.4307493711415901,0.4229003130110357,0.3932118539904738,0.38464531718562844
0.43075143595917986,0.42290238845355793,0.3932140083077411,0.3846474461747527
0.4307548887405896,0.4229058590019461,0.39321761075022715,0.3846510062635985
0.43075892558628437,0.4229099166200391,0.3932218225733096,0.38465516856859977
0.43076284593922937,0.42291385714594554,0.39322591285425523,0.3846592107604256
0.43076656399036417,0.42291759432905723,0.39322979206460296,0.3846630443631946
0.4307699471866612,0.4229209949342685,0.3932333219058042,0.3846665327043233
0.43077329709659656,0.42292436208183654,0.3932368170178439,0.3846699867245986
0.4307750507921121,0.4229261248013437,0.3932386467274267,0.3846717949224261
0.4307773120987963,0.42292839774403446,0.39324100605062334,0.38467412650724075
0.43077909996590263,0.42293019481096916,0.3932428714129672,0.38467596993866254
0.43078111270626307,0.4229322179082883,0.3932449713957137,0.3846780452320728
0.4307833938035042,0.42293451074337224,0.39324735136729055,0.3846803972225062
0.43078826854700364,0.4229394105708409,0.3932524374069226,0.3846854234659601
0.43079135411730285,0.4229425120185602,0.3932556567215042,0.3846886049313068
0.43079279143129673,0.4229439567285412,0.3932571563359839,0.38469008691493406
0.43079390335270024,0.422945074371559,0.3932583164537064,0.3846912333932413
0.43079617361471845,0.42294735631566516,0.39326068512040674,0.3846935742117088
0.43079840078787446,0.42294959494918677,0.3932630088305548,0.38469587060217475
0.4308006666184446,0.4229518724390421,0.3932653728737257,0.3846982068514712
0.43080787298468043,0.42295911588707896,0.39327289160046136,0.38470563718111284
0.43081526838162754,0.4229665493385225,0.39328060755145905,0.38471326241626597
0.430818458300777,0.4229697556720399,0.3932839357378999,0.3847165514734739
0.43081964552444446,0.42297094900480464,0.39328517442186867,0.3847177755943302
0.4308207717984707,0.42297208107429957,0.39328634951432945,0.384718936871319
0.43082199891971623,0.42297331450994324,0.3932876298252399,0.3847202021297122
0.430823469209317,0.42297479236521374,0.39328916384465673,0.38472171811378036
0.43082640464325933,0.42297774290401946,0.3932922265152095,0.38472474477675006
0.4308296604943194,0.4229810155087134,0.3932956234913847,0.38472810181493666
0.430833222604538,0.42298459594848364,0.3932993400015452,0.38473177463037206
0.4308373399253515,0.4229887344557962,0.3933036357879467,0.384736019911542
0.4308406236081186,0.4229920350354108,0.3933070618021963,0.3847394056464047
0.43084442529710937,0.4229958562867539,0.3933110282756894,0.38474332548637297
0.4308469674924054,0.42299841156342505,0.3933136806626365,0.3847459466894099
0.4308491471052852,0.42300060239193954,0.39331595475100456,0.3847481940414953
0.4308511650607772,0.4230026307312258,0.3933180601749328,0.3847502747121158
0.4308532504409168,0.42300472684210666,0.3933202359460353,0.38475242490284417
0.4308554355174231,0.4230069231623618,0.39332251573485116,0.3847546778883576
0.4308585911605812,0.4230100950435139,0.39332580815960516,0.38475793160432603
0.4308619844861742,0.42301350583014347,0.3933293485691574,0.38476143038955457
0.4308657452496226,0.4230172859453536,0.3933332723431874,0.3847653080320739
0.43086732778404174,0.42301887662302057,0.3933349234726829,0.38476693974936643
0.4308689397304489,0.4230204968640209,0.39333660528903125,0.3847686017927289
0.43087046393937706,0.42302202891607144,0.3933381955649129,0.3847701733718589
0.4308718251441781,0.42302339712522447,0.39333961577124094,0.38477157688092994
0.4308732178137693,0.42302479696107603,0.3933410688062029,0.3847730128326713
0.43087463362207445,0.4230262200547064,0.39334254598282814,0.38477447264224407
0.4308761174785755,0.42302771154668833,0.3933440941572036,0.38477600261485206
0.43087746162422497,0.42302906260890843,0.3933454965649499,0.38477738853459786
0.43088027393680084,0.42303188939280206,0.39334843077743104,0.3847802882497678
0.43088361199700687,0.4230352446296655,0.39335191352611387,0.38478373005204136
0.4308876553965522,0.42303930883533325,0.3933561321871242,0.3847878991145774
0.43089193037164664,0.4230436058081684,0.39336059246134353,0.3847923069496945
0.4308960852992083,0.4230477821157422,0.39336492748456053,0.3847965910063758
0.4308995833548222,0.423051298171302,0.3933685771636646,0.38480019777648233
0.43090351970904794,0.42305525478082695,0.39337268413946763,0.38480425646688554
0.4309083268314691,0.4230600866392595,0.3933776996269806,0.3848092129876962
0.4309110102355193,0.4230627838513028,0.3933804993433862,0.3848119797880505
0.4309135424426231,0.42306532908838546,0.393383141309202,0.3848145906924767
0.4309158409380456,0.42306763941117664,0.3933855394330857,0.38481696062180165
0.43091937653570106,0.4230711932019581,0.39338922828149403,0.3848206061007019
0.4309224287524852,0.4230742611245351,0.3933924127968499,0.3848237531759548
0.4309253558721778,0.42307720330630844,0.39339546679277115,0.38482677126628
0.43092876473876496,0.4230806297139015,0.3933990234169432,0.3848302860754943
0.4309317651919291,0.42308364560649847,0.393402153924981,0.384833379778389
0.43093473258574844,0.42308662826963717,0.39340524994071413,0.38483643939450235
0.43093691748349605,0.42308882441021384,0.393407529543023,0.38483869219570155
0.4309390134920966,0.42309093120424657,0.3934097164032779,0.38484085334520796
0.43094099132367353,0.42309291921315206,0.3934117799641169,0.38484289264492033
0.4309428332440064,0.42309477061145495,0.3934137017226285,0.38484479180946446
0.43094467304669454,0.4230966198812164,0.393415621271706,0.3848466887905505
0.430946994482769,0.42309895326270525,0.39341804333060604,0.38484908237348964
0.43094951361234995,0.4231014853549721,0.3934206716520528,0.38485167979396256
0.4309517434885003,0.42310372670539687,0.3934229981823567,0.384853978971428
0.4309539640743649,0.42310595871773093,0.3934253150196868,0.38485626856987903
0.43095605357343075,0.42310805896873277,0.39342749508825064,0.3848584230075439
0.4309584870916055,0.4231105050090628,0.39343003408745825,0.38486093215593237
0.4309612742382217,0.42311330649750023,0.3934329420431593,0.38486380592302116
0.43096450869179986,0.42311655759460715,0.39343631669437706,0.3848671408987231
0.4309678663958856,0.4231199325764319,0.39343981993840516,0.38487060295537967
0.4309711126673836,0.4231231955522702,0.3934432069197914,0.3848739501162853
0.4309738374996755,0.4231259344057325,0.39344604986014897,0.38487675963241097
0.4309762456050269,0.42312835490247236,0.3934485623450124,0.3848792425781824
0.4309784718154688,0.423130592568326,0.39345088505071746,0.3848815379760145
0.43098072835004386,0.42313286071435185,0.39345323939495763,0.3848838646404098
0.4309823808239665,0.4231345216914101,0.3934549634954898,0.38488556847082417
0.4309840658129376,0.42313621535082946,0.3934567215204377,0.38488730582680747
0.4309858377953981,0.4231379964513807,0.3934585703096145,0.3848891328799116
0.4309877245776347,0.42313989294243326,0.39346053887457255,0.3848910783006022
0.43098968891531014,0.42314186738800175,0.3934625883566159,0.38489310368704227
0.4309943797094667,0.4231465823195793,0.3934674824736067,0.38489794026427465
0.43099886744436566,0.42315109314701727,0.39347216472972074,0.38490256747146234
0.4310026007037181,0.4231548456166035,0.39347605980748745,0.3849064167550983
0.4310055237297689,0.4231577836836704,0.3934791095323277,0.3849094306245573
0.43100888098607437,0.4231611582154107,0.3934826123091664,0.38491289221951713
0.43101245445664493,0.42316475007398996,0.39348634067209426,0.38491657674836777
0.4310158135834594,0.4231681264858644,0.3934898454005194,0.38492004027196935
0.43101909686113077,0.42317142665829877,0.39349327099211445,0.38492342558914655
0.4310226199522037,0.4231749678781426,0.3934969467918415,0.3849270581727778
0.4310267296634709,0.42317909873675236,0.3935012346388602,0.38493129560790784
0.4310320549087508,0.4231844513841486,0.39350679070730715,0.38493678635408385
0.4310375984087276,0.42319002340931505,0.3935125744907177,0.384942502137996
0.43104326489685135,0.4231957190554886,0.3935184865932059,0.38494834473234835
0.4310457458876222,0.42319821281269443,0.3935210751227129,0.3849509028287123
0.43104810214017814,0.4232005811898199,0.39352353350721747,0.38495333231017864
0.43105027370633453,0.423202763930205,0.39352579920007624,0.3849555713654601
0.43105208034011167,0.4232045798603781,0.3935276841425337,0.38495743414679356
0.43105352533366004,0.4232060322894303,0.39352919176943874,0.3849589240486446
0.43105486692543926,0.42320738078463876,0.39353059151261705,0.3849603073351497
0.43105672875513906,0.42320925219475625,0.39353253404346866,0.3849622270278149
0.43105979648763293,0.4232123357128822,0.3935357347470639,0.38496539010098324
0.4310626256385968,0.42321517942180914,0.39353868652779433,0.38496830717785385
0.4310654582007929,0.42321802655952145,0.3935416418676171,0.3849712277719728
0.43106828191531793,0.42322086480403526,0.39354458797626585,0.38497413924344787
0.4310711224483839,0.42322371995363317,0.3935475516324565,0.38497706805615983
0.43107409711271977,0.42322670992470024,0.39355065523384725,0.3849801351687468
0.4310767117252642,0.4232293379912573,0.39355338317697386,0.38498283103965514
0.4310794688909912,0.4232321093445328,0.3935562598522618,0.38498567389409216
0.4310823100754729,0.42323496514889847,0.39355922418810374,0.3849886033784648
0.43108559270689417,0.42323826467175735,0.39356264910543703,0.38499198802930745
0.43109123105146885,0.42324393202956356,0.3935685318444918,0.38499780160544994
0.43109728375784856,0.4232500158813564,0.393574846905896,0.38500404242116115
0.43110365779376303,0.4232564227161496,0.3935814972248884,0.38501061455286273
0.4311069136771764,0.42325969535336333,0.39358489423481924,0.38501397162440815
0.43111000461648913,0.42326280219772344,0.3935881191511347,0.3850171586256296
0.43111314184600785,0.42326595557048513,0.39359139236410867,0.38502039335568944
0.43111633482974715,0.4232691649843619,0.39359472374797416,0.38502368557273015
0.43112018046591377,0.4232730304090198,0.39359873607353685,0.3850276507256887
0.4311239238077995,0.4232767930130211,0.3936026416708651,0.3850315104052084
0.4311284282149701,0.42328132059852114,0.3936073413219116,0.3850361548028177
0.4311326883703582,0.42328560267539217,0.3936117861340633,0.3850405473576536
0.4311369384162972,0.4232898745907939,0.3936162203985711,0.3850449294888533
0.43113976746503563,0.4232927181969694,0.39361917207264513,0.3850478464603214
0.43114261025630635,0.4232955756163921,0.3936221380849226,0.3850507776014198
0.4311454263849383,0.42329840623597803,0.39362507627886706,0.3850536812512433
0.431148525431331,0.4233015212291347,0.39362830965366447,0.38505687661150095
0.43115244389799806,0.42330545985905704,0.39363239796657123,0.38506091685842614
0.43115757894132345,0.42331062132577646,0.39363775558874525,0.3850662114914469
0.43116243632334483,0.4233155037024301,0.3936428235143647,0.3850712198338532
0.43116605790270207,0.4233191439173494,0.39364660207135826,0.3850749539666417
0.431169711286423,0.42332281610028816,0.39365041381127813,0.38507872089222744
0.43117338464707217,0.42332650836295044,0.39365424639402774,0.3850825084155954
0.43117684346631124,0.42332998498023683,0.3936578551360533,0.3850860747299174
0.43118253114447536,0.4233357019254883,0.39366378934706575,0.38509193917286577
0.4311875316209851,0.4233407281329517,0.3936690065696152,0.38509709505692946
0.4311896847115143,0.42334289230263955,0.39367125298601935,0.38509931506238804
0.431191978343885,0.4233451977373551,0.39367364603606186,0.3851016799775247
0.4311944135033771,0.4233476454274482,0.39367618674772986,0.38510419081824027
0.4311957315827485,0.423348970289261,0.39367756195935316,0.38510554986160583
0.4311970428263336,0.4233502882801126,0.3936789300388925,0.3851069018567389
0.4311983690803462,0.4233516213586309,0.3936803137794875,0.38510826932880177
0.4312019971752194,0.4233552681225931,0.39368409913441255,0.3851120101795991
0.4312055429391461,0.4233588321319584,0.3936877985897499,0.38511566614072357
0.4312085406014998,0.4233618452193843,0.39369092618600937,0.38511875696607345
0.4312117485544774,0.42336506967952653,0.393694273187956,0.3851220646175747
0.43121472367828423,0.4233680601124289,0.39369737726873355,0.3851251322039123
0.4312164853165305,0.42336983081553764,0.39369921526532536,0.385126948591319
0.4312209749507575,0.42337434355207704,0.3937038995030939,0.38513157775686313
0.4312249877802576,0.42337837703039516,0.3937080862689979,0.38513571529928126
0.4312272082772186,0.4233806089533681,0.3937104030135708,0.3851380048060658
0.43122949115225906,0.42338290357539937,0.3937127848400058,0.38514035862954993
0.43123132162483163,0.4233847434670353,0.3937146946545531,0.38514224599055397
0.43123319062717247,0.42338662208670214,0.39371664466894446,0.3851441730787755
0.43123452174260557,0.42338796005165635,0.39371803348167855,0.38514554556334474
0.4312358653488524,0.42338931057169826,0.3937194353266417,0.38514693092692415
