level,G_total,G_between,G_within,G_overlap,between_share,within_share
LCZ_type,0.027200020699665428,0.00814232363742784,0.02056668633622839,-0.001508989273990801,0.29934990591856403,0.7561275987000028
LCZ_class,0.027200020699665428,0.02720002069966354,3.4904631565801343e-16,1.5383328262047527e-15,0.9999999999999306,1.283257536867635e-14
