,LCZ1,LCZ2,LCZ3,LCZ4,LCZ5,LCZ6,LCZ8,LCZ9,LCZ10
LCZ1,0.0,5.027788770211,2.5141755420081777,5.2047456916750905,2.476056643036867,19.31136917022165,21.75826224882804,8.814598918612047,1.8037809382158712
LCZ2,5.027788770211,0.0,4.099052962448034,5.3990168490080945,3.808078102988696,18.536780412200166,21.12314081695303,8.905030607554998,4.577285557099012
LCZ3,2.5141755420081777,4.099052962448034,0.0,5.164105345661794,1.5508019692142498,19.097753991980316,21.587397979792993,8.840461216950011,1.6922067875844058
LCZ4,5.2047456916750905,5.3990168490080945,5.164105345661794,0.0,4.868371821871075,18.0240614706335,20.927013733233476,10.248029815499272,5.226759871978658
LCZ5,2.476056643036867,3.808078102988696,1.5508019692142498,4.868371821871075,0.0,19.048183726016276,21.56491732533702,8.998401921820003,1.7748586052217978
LCZ6,19.31136917022165,18.536780412200166,19.097753991980316,18.0240614706335,19.048183726016276,0.0,8.604605533776347,18.401895634264445,19.199832657039867
LCZ8,21.75826224882804,21.12314081695303,21.587397979792993,20.927013733233476,21.56491732533702,8.604605533776347,0.0,20.70813450292035,21.661830579698055
LCZ9,8.814598918612047,8.905030607554998,8.840461216950011,10.248029815499272,8.998401921820003,18.401895634264445,20.70813450292035,0.0,8.77459917054049
LCZ10,1.8037809382158712,4.577285557099012,1.6922067875844058,5.226759871978658,1.7748586052217978,19.199832657039867,21.661830579698055,8.77459917054049,0.0
